risk_id,target_id,asset_id,patch_id,severity,risk_type,evidence,mitigation,blocks_next_step
MV2_DATA_01_RISK_00204,MV2_DATA_01_TGT_00068,f429d09b1de1d57e,PET_00649,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00205,MV2_DATA_01_TGT_00069,226c3fd13153c2b3,PET_00652,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00206,MV2_DATA_01_TGT_00069,226c3fd13153c2b3,PET_00652,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00207,MV2_DATA_01_TGT_00069,226c3fd13153c2b3,PET_00652,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00208,MV2_DATA_01_TGT_00070,4d6f549efadcc8f1,PET_00720,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00209,MV2_DATA_01_TGT_00070,4d6f549efadcc8f1,PET_00720,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00210,MV2_DATA_01_TGT_00070,4d6f549efadcc8f1,PET_00720,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00211,MV2_DATA_01_TGT_00071,b99dad3da2e06df0,PET_00756,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00212,MV2_DATA_01_TGT_00071,b99dad3da2e06df0,PET_00756,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00213,MV2_DATA_01_TGT_00071,b99dad3da2e06df0,PET_00756,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00214,MV2_DATA_01_TGT_00072,ca3e86c4b23c78e2,PET_00789,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00215,MV2_DATA_01_TGT_00072,ca3e86c4b23c78e2,PET_00789,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00216,MV2_DATA_01_TGT_00072,ca3e86c4b23c78e2,PET_00789,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00217,MV2_DATA_01_TGT_00073,f77370131f6af6f4,PET_00823,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00218,MV2_DATA_01_TGT_00073,f77370131f6af6f4,PET_00823,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00219,MV2_DATA_01_TGT_00073,f77370131f6af6f4,PET_00823,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00220,MV2_DATA_01_TGT_00074,2b163dd443cf8359,PET_00825,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00221,MV2_DATA_01_TGT_00074,2b163dd443cf8359,PET_00825,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00222,MV2_DATA_01_TGT_00074,2b163dd443cf8359,PET_00825,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00223,MV2_DATA_01_TGT_00075,d7675b83c6896d34,PET_00829,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00224,MV2_DATA_01_TGT_00075,d7675b83c6896d34,PET_00829,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00225,MV2_DATA_01_TGT_00075,d7675b83c6896d34,PET_00829,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00226,MV2_DATA_01_TGT_00076,a31c4a8fea21648e,PET_00860,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00227,MV2_DATA_01_TGT_00076,a31c4a8fea21648e,PET_00860,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00228,MV2_DATA_01_TGT_00076,a31c4a8fea21648e,PET_00860,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00229,MV2_DATA_01_TGT_00077,333f55b3867faa8f,PET_00863,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00230,MV2_DATA_01_TGT_00077,333f55b3867faa8f,PET_00863,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00231,MV2_DATA_01_TGT_00077,333f55b3867faa8f,PET_00863,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00232,MV2_DATA_01_TGT_00078,bbd2f3f516a9d03f,PET_00865,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00233,MV2_DATA_01_TGT_00078,bbd2f3f516a9d03f,PET_00865,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00234,MV2_DATA_01_TGT_00078,bbd2f3f516a9d03f,PET_00865,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00235,MV2_DATA_01_TGT_00079,71c19bc87a195428,PET_00916,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00236,MV2_DATA_01_TGT_00079,71c19bc87a195428,PET_00916,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00237,MV2_DATA_01_TGT_00079,71c19bc87a195428,PET_00916,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00238,MV2_DATA_01_TGT_00080,0cde77e9c1575840,PET_00986,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00239,MV2_DATA_01_TGT_00080,0cde77e9c1575840,PET_00986,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00240,MV2_DATA_01_TGT_00080,0cde77e9c1575840,PET_00986,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00241,MV2_DATA_01_TGT_00081,e05df0f62e418ae5,PET_01307,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00242,MV2_DATA_01_TGT_00081,e05df0f62e418ae5,PET_01307,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00243,MV2_DATA_01_TGT_00081,e05df0f62e418ae5,PET_01307,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00244,MV2_DATA_01_TGT_00082,b03e03c6228a12e0,PET_01323,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00245,MV2_DATA_01_TGT_00082,b03e03c6228a12e0,PET_01323,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00246,MV2_DATA_01_TGT_00082,b03e03c6228a12e0,PET_01323,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00247,MV2_DATA_01_TGT_00083,2f83811f9a21917a,PET_01349,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00248,MV2_DATA_01_TGT_00083,2f83811f9a21917a,PET_01349,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00249,MV2_DATA_01_TGT_00083,2f83811f9a21917a,PET_01349,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00250,MV2_DATA_01_TGT_00084,7a612be3a61d97c7,PET_01352,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00251,MV2_DATA_01_TGT_00084,7a612be3a61d97c7,PET_01352,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00252,MV2_DATA_01_TGT_00084,7a612be3a61d97c7,PET_01352,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00253,MV2_DATA_01_TGT_00085,95b5532160a129aa,PET_01386,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00254,MV2_DATA_01_TGT_00085,95b5532160a129aa,PET_01386,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00255,MV2_DATA_01_TGT_00085,95b5532160a129aa,PET_01386,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00256,MV2_DATA_01_TGT_00086,5152bf2f6bf19eaf,PET_01403,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00257,MV2_DATA_01_TGT_00086,5152bf2f6bf19eaf,PET_01403,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00258,MV2_DATA_01_TGT_00086,5152bf2f6bf19eaf,PET_01403,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00259,MV2_DATA_01_TGT_00087,11466fcdfb772b83,PET_01458,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00260,MV2_DATA_01_TGT_00087,11466fcdfb772b83,PET_01458,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00261,MV2_DATA_01_TGT_00087,11466fcdfb772b83,PET_01458,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00262,MV2_DATA_01_TGT_00088,eb11663726bba27f,PET_01478,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00263,MV2_DATA_01_TGT_00088,eb11663726bba27f,PET_01478,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00264,MV2_DATA_01_TGT_00088,eb11663726bba27f,PET_01478,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00265,MV2_DATA_01_TGT_00089,e0e0b321be14838c,PET_01483,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00266,MV2_DATA_01_TGT_00089,e0e0b321be14838c,PET_01483,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00267,MV2_DATA_01_TGT_00089,e0e0b321be14838c,PET_01483,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00268,MV2_DATA_01_TGT_00090,f2ad03e08db0ccb4,PET_01488,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00269,MV2_DATA_01_TGT_00090,f2ad03e08db0ccb4,PET_01488,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00270,MV2_DATA_01_TGT_00090,f2ad03e08db0ccb4,PET_01488,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00271,MV2_DATA_01_TGT_00091,d3d5ed24b1446e38,PET_01495,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00272,MV2_DATA_01_TGT_00091,d3d5ed24b1446e38,PET_01495,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00273,MV2_DATA_01_TGT_00091,d3d5ed24b1446e38,PET_01495,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00274,MV2_DATA_01_TGT_00092,e07eacbc8a366650,REC_00019,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00275,MV2_DATA_01_TGT_00092,e07eacbc8a366650,REC_00019,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00276,MV2_DATA_01_TGT_00092,e07eacbc8a366650,REC_00019,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00277,MV2_DATA_01_TGT_00093,37c34f5a6f1e21e2,REC_00183,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00278,MV2_DATA_01_TGT_00093,37c34f5a6f1e21e2,REC_00183,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00279,MV2_DATA_01_TGT_00093,37c34f5a6f1e21e2,REC_00183,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00280,MV2_DATA_01_TGT_00094,f7d34b2045dd441d,REC_00204,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00281,MV2_DATA_01_TGT_00094,f7d34b2045dd441d,REC_00204,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00282,MV2_DATA_01_TGT_00094,f7d34b2045dd441d,REC_00204,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00283,MV2_DATA_01_TGT_00095,bc6e6d18b88e7293,REC_00205,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00284,MV2_DATA_01_TGT_00095,bc6e6d18b88e7293,REC_00205,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00285,MV2_DATA_01_TGT_00095,bc6e6d18b88e7293,REC_00205,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00286,MV2_DATA_01_TGT_00096,7e4673aa5e1b50e0,REC_00227,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00287,MV2_DATA_01_TGT_00096,7e4673aa5e1b50e0,REC_00227,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00288,MV2_DATA_01_TGT_00096,7e4673aa5e1b50e0,REC_00227,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00289,MV2_DATA_01_TGT_00097,a7a9a0ba42013fd4,REC_00260,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00290,MV2_DATA_01_TGT_00097,a7a9a0ba42013fd4,REC_00260,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00291,MV2_DATA_01_TGT_00097,a7a9a0ba42013fd4,REC_00260,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00292,MV2_DATA_01_TGT_00098,025caa85963a0770,REC_00276,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00293,MV2_DATA_01_TGT_00098,025caa85963a0770,REC_00276,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00294,MV2_DATA_01_TGT_00098,025caa85963a0770,REC_00276,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00295,MV2_DATA_01_TGT_00099,5b00df799cfcdb0b,REC_00279,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00296,MV2_DATA_01_TGT_00099,5b00df799cfcdb0b,REC_00279,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00297,MV2_DATA_01_TGT_00099,5b00df799cfcdb0b,REC_00279,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00298,MV2_DATA_01_TGT_00100,4df01ab3609f3bea,REC_00289,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00299,MV2_DATA_01_TGT_00100,4df01ab3609f3bea,REC_00289,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00300,MV2_DATA_01_TGT_00100,4df01ab3609f3bea,REC_00289,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00301,MV2_DATA_01_TGT_00101,96d7799feeeed728,REC_00290,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00302,MV2_DATA_01_TGT_00101,96d7799feeeed728,REC_00290,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00303,MV2_DATA_01_TGT_00101,96d7799feeeed728,REC_00290,ALTA,RISK_CITY_REGION_PROXY,regiao Recife conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00304,MV2_DATA_01_TGT_00102,e07439dd6ca21f1a,REC_00291,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00305,MV2_DATA_01_TGT_00102,e07439dd6ca21f1a,REC_00291,ALTA,RISK_TILE_AUTO_JOIN,regiao Recife usa EPSG:32725 (~MGRS 25M); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
