decision_id,patch_id,gate_name,gate_passed,gate_status,required_condition,observed_value,severity,blocking_reason,recommended_action
PBD_920338c4f05a,PET_00986,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_6e0d08ea8203,PET_00986,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_1932800bee63,PET_00986,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_9f08854f972e,PET_00986,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_770ea41e762f,PET_00986,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_70676d4f7148,PET_00986,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_98f1d0be53cb,PET_00986,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_8f420455825c,PET_00986,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_86215c888b5d,PET_00986,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_873866c9f2b8,PET_01307,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01307,BLOCKING,,None
PBD_4eeaac7e7df4,PET_01307,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_3e6dd5c83565,PET_01307,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_628596b88ad1,PET_01307,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_108ff26c470e,PET_01307,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_2f855a149af2,PET_01307,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_87e62085dd48,PET_01307,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_64a7981fb227,PET_01307,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_9bac8652c23a,PET_01307,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_a1cb353f9d41,PET_01307,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_99e1e3c4ae2d,PET_01323,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01323,BLOCKING,,None
PBD_6bcd12012850,PET_01323,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_0eda760372e5,PET_01323,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_78065dc2277f,PET_01323,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_49868a5819dc,PET_01323,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_8ba55d336b4d,PET_01323,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_c8522d090130,PET_01323,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_6c0dea750aff,PET_01323,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_5aa3c69924ee,PET_01323,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_03b1f42d3609,PET_01323,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_5a694e3d0f85,PET_01349,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01349,BLOCKING,,None
PBD_7e6a226b7d9e,PET_01349,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_5907616d7665,PET_01349,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_048600fb2817,PET_01349,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_5b354733a63c,PET_01349,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_66dee4bdac79,PET_01349,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_978149331a67,PET_01349,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_ed2e23626abb,PET_01349,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_b227d9525fda,PET_01349,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_51d063a05d29,PET_01349,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_f113e4d50fa7,PET_01352,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01352,BLOCKING,,None
PBD_349813de4147,PET_01352,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_d76709e72fab,PET_01352,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_4d4741f56ad9,PET_01352,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_5fe441dfe985,PET_01352,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_4c92dcc0e09a,PET_01352,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_f9f20b6aecd9,PET_01352,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_ce6315c82a26,PET_01352,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_29d7d7a27538,PET_01352,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_58e2c2ae9a72,PET_01352,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9a02f10beb15,PET_01386,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01386,BLOCKING,,None
PBD_0d8b349b0529,PET_01386,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_704df14724f4,PET_01386,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_a2905d54a9a3,PET_01386,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_3832d380b0c1,PET_01386,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_d5e16f464e3a,PET_01386,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_99b514396d2e,PET_01386,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_e251a6eb625e,PET_01386,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_1dc4b01f44d4,PET_01386,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_64c0327b91ad,PET_01386,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_e6e5c9beccd5,PET_01403,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01403,BLOCKING,,None
PBD_e968c8542be0,PET_01403,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_87fd2aaa9f0a,PET_01403,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_d5c4b4803c9d,PET_01403,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_0aff1ed3138e,PET_01403,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_2b0dfe22dccc,PET_01403,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_3ce8acfccc43,PET_01403,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_5c09d54070ac,PET_01403,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_bcb638776fb9,PET_01403,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_e1487061eeab,PET_01403,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_22b1d870ba99,PET_01458,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01458,BLOCKING,,None
PBD_af1b5c7c6a36,PET_01458,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9bd2f523a611,PET_01458,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_4f07bc8672fc,PET_01458,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_c1b65579fe0b,PET_01458,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_4d3038024843,PET_01458,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9398002598a4,PET_01458,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_7be280db1f98,PET_01458,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_a15faaf86c2c,PET_01458,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_45a27a6571a9,PET_01458,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_d32bb8669649,PET_01478,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01478,BLOCKING,,None
PBD_5bba2847a511,PET_01478,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_2b185d16072f,PET_01478,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_3396fca3811a,PET_01478,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_41058b82c9d5,PET_01478,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_d1b08dad9fd5,PET_01478,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_4cabc097192f,PET_01478,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9deaae06870c,PET_01478,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_60f02cb70ef6,PET_01478,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_f132442ad39d,PET_01478,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_76e28e40e3b5,PET_01483,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01483,BLOCKING,,None
PBD_73a2d6fea852,PET_01483,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_0567339fefdc,PET_01483,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_84d22c67e3a5,PET_01483,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_ae04fde7bfb9,PET_01483,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_4bce8cc212bc,PET_01483,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_5eec958ce7be,PET_01483,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_a8b813cb7c22,PET_01483,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_835af50ca551,PET_01483,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_f6f40577f83b,PET_01483,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9c9041774f85,PET_01488,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01488,BLOCKING,,None
PBD_9c13dbe47d5f,PET_01488,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_08eb26873d5e,PET_01488,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_4a869aa34b29,PET_01488,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_df52411a66c1,PET_01488,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_c44d18dc2787,PET_01488,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_7ce96f2ae400,PET_01488,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_94a2af8fe48c,PET_01488,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_1f49333719b3,PET_01488,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_46cd38462de9,PET_01488,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_639d5ff4b1ae,PET_01495,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,PET_01495,BLOCKING,,None
PBD_8acf7652ffbb,PET_01495,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_8262a4f2ea55,PET_01495,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_26787878499b,PET_01495,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_e47c8065b8df,PET_01495,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_07d2167c4c29,PET_01495,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_76cad278852e,PET_01495,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_d6bc3a3403c2,PET_01495,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
